Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,Travel_Rarely,1497,Research & Development,14,2,Life Sciences,1,482,1,Male,59,3,5,Laboratory Technician,1,Married,10182,15650,0,Y,Yes,17,3,4,80,1,0,4,2,0,0,0,0
44,No,Travel_Rarely,1330,Research & Development,3,3,Life Sciences,1,483,4,Female,63,3,3,Manufacturing Director,3,Single,6927,15538,8,Y,No,18,3,1,80,0,20,2,4,3,3,0,3
31,No,Travel_Rarely,513,Research & Development,1,2,Life Sciences,1,484,3,Male,94,3,1,Healthcare Representative,2,Married,2572,19333,2,Y,No,11,3,4,80,1,11,3,2,11,4,2,9
26,No,Travel_Rarely,1339,Research & Development,3,2,Life Sciences,1,485,1,Female,89,4,4,Manager,1,Divorced,7818,17100,4,Y,No,13,3,3,80,1,0,3,3,0,0,0,0
27,No,Travel_Rarely,542,Research & Development,3,3,Other,1,486,4,Female,37,3,2,Manager,3,Divorced,4505,16197,6,Y,No,11,3,3,80,1,11,3,3,0,0,0,0
32,No,Travel_Rarely,1337,Sales,6,2,Medical,1,487,4,Male,94,2,1,Sales Representative,4,Married,1274,6530,1,Y,No,17,3,4,80,1,18,3,4,7,4,0,7
33,No,Travel_Frequently,154,Sales,9,3,Life Sciences,1,488,4,Female,98,3,2,Sales Executive,4,Divorced,5420,2115,5,Y,No,19,3,4,80,1,15,2,3,11,0,4,5
30,No,Travel_Rarely,1213,Human Resources,12,3,Medical,1,489,1,Female,86,3,2,Human Resources,3,Married,4335,18067,6,Y,No,12,3,2,80,1,18,6,3,15,2,0,6
25,No,Travel_Rarely,773,Research & Development,2,4,Medical,1,490,2,Male,74,4,4,Healthcare Representative,4,Single,9394,9411,1,Y,No,13,3,2,80,0,1,3,3,1,1,1,1
32,Yes,Non-Travel,110,Research & Development,3,4,Other,1,491,3,Male,78,3,1,Research Scientist,4,Divorced,2078,20482,9,Y,No,13,3,1,80,1,8,3,3,5,5,0,3
38,No,Travel_Rarely,792,Research & Development,3,2,Life Sciences,1,492,3,Male,91,2,4,Laboratory Technician,4,Single,8081,8806,0,Y,No,11,3,3,80,0,4,2,2,1,1,1,1
42,No,Non-Travel,184,Sales,4,3,Life Sciences,1,493,4,Male,68,3,2,Sales Representative,3,Married,3888,25291,1,Y,No,12,3,1,80,1,23,3,3,5,5,1,4
31,No,Travel_Rarely,1150,Sales,29,3,Other,1,494,2,Male,50,1,1,Sales Executive,2,Divorced,3200,14238,5,Y,Yes,17,3,3,80,0,15,2,3,0,0,0,0
33,No,Travel_Rarely,326,Research & Development,13,2,Life Sciences,1,495,4,Male,82,3,5,Manufacturing Director,4,Single,9932,3063,1,Y,No,11,3,1,80,0,30,2,3,5,4,0,4
28,No,Travel_Rarely,531,Research & Development,29,4,Life Sciences,1,496,3,Female,74,3,2,Manufacturing Director,2,Married,5015,5872,4,Y,No,15,4,3,80,0,7,2,3,4,0,0,4
36,No,Travel_Frequently,1319,Research & Development,10,4,Life Sciences,1,497,4,Female,57,2,2,Research Scientist,2,Divorced,4194,25812,6,Y,No,11,3,1,80,2,5,0,3,5,0,2,2
29,No,Travel_Rarely,1243,Sales,4,3,Life Sciences,1,498,3,Male,82,4,2,Sales Executive,3,Married,2919,10630,8,Y,Yes,14,4,4,80,1,10,3,4,0,0,0,0
42,No,Travel_Frequently,936,Human Resources,4,3,Other,1,499,3,Male,38,3,4,Human Resources,1,Single,8043,24058,2,Y,No,13,3,2,80,0,20,2,3,2,2,0,2
20,No,Travel_Frequently,996,Human Resources,6,1,Life Sciences,1,500,4,Male,90,4,2,Human Resources,4,Married,3556,18378,9,Y,No,11,3,2,80,1,8,4,4,2,2,1,2
33,No,Travel_Rarely,861,Research & Development,4,3,Other,1,501,3,Male,56,3,1,Research Scientist,3,Single,2527,26555,2,Y,No,17,3,4,80,1,11,0,2,11,3,2,6
39,Yes,Travel_Rarely,1096,Research & Development,15,4,Other,1,502,4,Male,51,3,1,Healthcare Representative,3,Married,1547,5425,1,Y,No,17,3,4,80,1,11,0,3,0,0,0,0
38,Yes,Travel_Rarely,179,Research & Development,5,3,Medical,1,503,4,Female,59,3,2,Laboratory Technician,3,Divorced,5240,6389,3,Y,No,11,3,2,80,1,11,4,3,8,5,0,7
60,No,Travel_Rarely,1277,Research & Development,3,2,Life Sciences,1,504,4,Male,44,4,4,Manufacturing Director,3,Married,8427,24626,4,Y,Yes,14,3,1,80,0,6,1,3,6,3,3,5
40,No,Travel_Frequently,1181,Research & Development,13,3,Life Sciences,1,505,3,Male,44,3,2,Laboratory Technician,1,Married,4357,24921,2,Y,Yes,15,3,4,80,0,10,0,3,10,6,1,1
27,No,Travel_Rarely,458,Sales,17,3,Medical,1,506,1,Male,82,2,1,Sales Representative,3,Married,3024,18056,3,Y,No,11,3,3,80,0,9,2,3,9,9,0,9
36,No,Travel_Rarely,1384,Research & Development,4,3,Life Sciences,1,507,1,Female,52,1,1,Laboratory Technician,4,Married,3271,13893,2,Y,No,11,3,4,80,1,10,4,3,7,7,0,4
21,No,Travel_Rarely,636,Research & Development,9,3,Medical,1,508,2,Female,99,4,2,Laboratory Technician,3,Divorced,4483,21785,3,Y,Yes,19,3,3,80,0,17,4,3,3,3,2,1
36,No,Travel_Frequently,775,Human Resources,1,3,Medical,1,509,2,Male,45,3,5,Manager,4,Single,9883,24344,8,Y,Yes,11,3,2,80,1,23,2,2,0,0,0,0
29,Yes,Travel_Rarely,672,Research & Development,6,4,Other,1,510,2,Male,94,2,2,Healthcare Representative,2,Divorced,3080,17167,2,Y,Yes,19,3,3,80,0,5,3,3,5,5,3,5
45,No,Non-Travel,679,Research & Development,1,4,Medical,1,511,2,Male,74,3,5,Research Scientist,2,Married,9951,19017,1,Y,No,11,3,4,80,0,8,3,3,8,3,2,0
32,No,Travel_Frequently,507,Research & Development,1,1,Marketing,1,512,3,Male,36,2,2,Healthcare Representative,1,Single,4006,23749,5,Y,Yes,17,3,4,80,3,5,4,2,0,0,0,0
35,Yes,Travel_Frequently,216,Human Resources,8,4,Human Resources,1,513,3,Female,74,3,1,Human Resources,3,Single,2585,17325,1,Y,No,13,3,1,80,3,12,0,3,0,0,0,0
31,No,Travel_Rarely,575,Research & Development,3,3,Life Sciences,1,514,1,Female,68,3,4,Manufacturing Director,4,Married,8223,12579,6,Y,No,14,4,3,80,0,7,4,3,7,3,0,0
52,No,Travel_Rarely,855,Sales,12,4,Life Sciences,1,515,1,Female,79,2,2,Sales Executive,4,Married,5050,25650,0,Y,Yes,21,3,1,80,2,12,2,3,9,7,0,4
34,No,Travel_Rarely,1459,Sales,20,4,Life Sciences,1,516,4,Male,78,2,3,Sales Executive,3,Single,6009,12346,1,Y,No,11,3,3,80,1,18,2,2,1,1,1,1
53,No,Travel_Rarely,1434,Research & Development,1,3,Life Sciences,1,517,3,Male,77,3,5,Research Director,3,Divorced,10454,15359,0,Y,Yes,17,3,4,80,1,0,2,1,0,0,0,0
44,No,Travel_Frequently,432,Research & Development,11,4,Medical,1,518,3,Female,78,4,1,Manufacturing Director,4,Married,3447,3582,0,Y,No,16,3,3,80,0,14,3,3,0,0,0,0
41,No,Travel_Rarely,826,Human Resources,6,2,Life Sciences,1,519,3,Male,69,3,1,Human Resources,2,Divorced,2773,2379,4,Y,No,25,4,4,80,0,7,3,2,7,7,0,4
40,Yes,Travel_Rarely,1084,Sales,1,2,Medical,1,520,4,Female,68,3,3,Sales Representative,1,Single,6451,7827,2,Y,No,11,3,3,80,2,14,3,3,0,0,0,0
40,No,Travel_Rarely,189,Research & Development,9,3,Other,1,521,3,Male,86,3,2,Healthcare Representative,4,Married,4018,24960,7,Y,No,12,3,4,80,2,4,3,2,4,4,0,4
19,No,Travel_Rarely,1009,Research & Development,8,4,Life Sciences,1,522,3,Male,92,3,1,Research Scientist,3,Single,1993,19715,3,Y,Yes,17,3,4,80,1,19,3,3,6,5,2,6
34,Yes,Travel_Rarely,675,Human Resources,6,4,Medical,1,523,4,Female,85,3,1,Human Resources,4,Single,1819,17374,1,Y,Yes,14,3,1,80,2,17,4,2,14,5,2,3
44,No,Travel_Rarely,104,Research & Development,23,3,Life Sciences,1,524,4,Male,31,3,1,Research Scientist,2,Divorced,2067,18590,5,Y,No,13,3,2,80,1,14,2,3,2,2,1,2
36,No,Travel_Rarely,625,Research & Development,6,3,Life Sciences,1,525,3,Male,55,2,3,Healthcare Representative,4,Single,7104,6527,3,Y,No,18,4,3,80,0,16,3,3,7,2,1,6
24,Yes,Travel_Rarely,1273,Research & Development,29,3,Medical,1,526,3,Male,52,3,1,Research Director,2,Married,2322,26759,5,Y,No,14,3,2,80,0,5,2,2,0,0,0,0
36,Yes,Travel_Rarely,607,Research & Development,6,5,Other,1,527,2,Female,47,3,2,Manager,2,Single,3420,9020,4,Y,No,11,3,3,80,0,6,3,3,0,0,0,0
52,No,Travel_Rarely,747,Sales,1,3,Life Sciences,1,528,3,Male,97,3,3,Sales Executive,3,Married,7914,13092,1,Y,No,17,3,3,80,1,16,3,4,10,7,0,5
48,No,Travel_Rarely,185,Sales,5,4,Life Sciences,1,529,4,Male,89,3,2,Sales Executive,2,Divorced,4755,19531,4,Y,No,16,3,4,80,3,5,3,3,0,0,0,0
36,No,Travel_Frequently,285,Research & Development,1,3,Life Sciences,1,530,3,Female,31,3,1,Laboratory Technician,1,Married,1374,3657,2,Y,No,13,3,3,80,1,21,3,3,5,2,0,2
45,No,Travel_Frequently,270,Research & Development,8,3,Life Sciences,1,531,4,Male,78,3,4,Laboratory Technician,2,Married,8146,17921,2,Y,No,13,3,4,80,1,8,2,2,8,0,1,8
33,No,Travel_Rarely,209,Human Resources,10,3,Life Sciences,1,532,3,Female,67,3,1,Human Resources,1,Married,2588,15793,7,Y,No,11,3,4,80,1,14,3,2,11,4,2,3
21,No,Travel_Rarely,294,Human Resources,5,5,Medical,1,533,4,Male,60,3,3,Manager,4,Divorced,7863,15985,2,Y,Yes,17,3,4,80,0,25,2,4,3,0,1,3
28,No,Travel_Rarely,953,Research & Development,1,3,Life Sciences,1,534,3,Female,69,3,4,Laboratory Technician,3,Married,7613,22204,3,Y,Yes,13,3,2,80,0,6,5,3,0,0,0,0
51,No,Travel_Frequently,1339,Research & Development,5,4,Medical,1,535,1,Male,82,4,2,Laboratory Technician,1,Married,5280,8783,2,Y,No,12,3,3,80,1,11,2,3,10,10,3,5
34,Yes,Travel_Frequently,1485,Human Resources,1,1,Medical,1,536,3,Female,93,3,2,Manager,1,Married,5619,23032,0,Y,No,11,4,2,80,1,18,3,3,15,5,8,1
34,Yes,Travel_Rarely,1220,Research & Development,10,3,Medical,1,537,2,Female,62,3,2,Manufacturing Director,1,Divorced,3997,10756,2,Y,No,16,3,3,80,2,17,3,3,3,3,3,3
34,Yes,Non-Travel,1281,Sales,14,4,Life Sciences,1,538,1,Female,87,3,2,Sales Representative,3,Married,4277,21392,3,Y,Yes,13,4,3,80,0,8,4,1,2,2,1,2
54,Yes,Travel_Rarely,373,Research & Development,29,4,Other,1,539,4,Male,79,2,4,Research Scientist,1,Married,7670,5080,2,Y,No,11,3,4,80,1,7,3,3,3,3,1,3
51,Yes,Travel_Rarely,1288,Sales,1,4,Life Sciences,1,540,2,Male,93,3,4,Sales Executive,4,Married,8337,17680,2,Y,Yes,11,4,3,80,1,9,2,3,9,6,0,4
56,No,Non-Travel,657,Human Resources,6,1,Marketing,1,541,4,Female,32,3,2,Human Resources,1,Single,4470,16120,6,Y,Yes,14,3,3,80,0,21,3,3,14,2,2,11
35,No,Travel_Rarely,1007,Research & Development,7,1,Life Sciences,1,542,2,Male,90,3,3,Research Scientist,2,Married,7027,4714,0,Y,No,14,3,4,80,1,9,2,4,0,0,0,0
39,No,Travel_Rarely,839,Sales,23,3,Medical,1,543,2,Male,39,3,5,Sales Representative,4,Married,11372,13548,1,Y,Yes,14,3,1,80,0,11,3,3,0,0,0,0
23,No,Travel_Frequently,866,Research & Development,8,1,Life Sciences,1,544,4,Female,95,1,5,Research Scientist,4,Married,9901,25647,6,Y,No,13,4,3,80,1,8,5,3,8,0,2,7
50,No,Travel_Rarely,846,Research & Development,1,5,Life Sciences,1,545,3,Male,80,3,2,Manufacturing Director,1,Married,2926,11427,7,Y,No,11,3,4,80,1,15,1,3,5,5,1,5
26,No,Travel_Frequently,872,Research & Development,5,2,Life Sciences,1,546,3,Female,59,2,2,Laboratory Technician,4,Single,4483,6497,2,Y,No,11,3,1,80,0,12,3,3,8,2,1,2
38,No,Travel_Rarely,900,Sales,9,3,Life Sciences,1,547,3,Male,54,2,2,Sales Executive,3,Divorced,4734,23137,7,Y,No,19,3,3,80,2,3,4,3,2,2,1,2
27,No,Travel_Rarely,1305,Research & Development,10,1,Human Resources,1,548,3,Female,72,3,5,Healthcare Representative,4,Divorced,10699,19516,1,Y,Yes,18,3,2,80,0,4,1,2,4,4,2,0
31,No,Travel_Rarely,1348,Research & Development,17,3,Marketing,1,549,4,Male,93,2,1,Research Scientist,3,Divorced,2238,25045,1,Y,Yes,17,3,4,80,0,0,3,2,0,0,0,0
29,No,Travel_Rarely,217,Research & Development,1,3,Life Sciences,1,550,4,Male,88,3,3,Research Director,4,Married,6599,13836,6,Y,No,16,3,2,80,1,5,4,3,5,0,3,5
31,No,Travel_Frequently,1062,Research & Development,27,1,Medical,1,551,3,Female,91,3,2,Manager,4,Married,5712,18532,7,Y,No,18,3,2,80,2,16,4,3,16,0,3,2
32,No,Travel_Frequently,1130,Research & Development,1,3,Human Resources,1,552,4,Male,39,3,2,Manufacturing Director,2,Divorced,4805,26591,1,Y,No,11,3,3,80,0,20,3,3,5,1,0,5
32,No,Travel_Rarely,874,Research & Development,29,3,Marketing,1,553,2,Female,93,1,2,Manager,3,Married,4201,14794,0,Y,Yes,15,3,2,80,0,15,0,4,5,4,4,0
44,Yes,Travel_Rarely,167,Research & Development,17,5,Life Sciences,1,554,3,Female,89,2,5,Research Scientist,3,Married,10099,9506,0,Y,No,11,3,2,80,1,14,1,3,8,8,0,0
27,No,Travel_Frequently,628,Research & Development,9,2,Technical Degree,1,555,4,Male,49,3,1,Laboratory Technician,1,Divorced,2364,14197,1,Y,No,11,4,3,80,0,10,3,3,9,8,4,2
38,No,Travel_Frequently,550,Research & Development,11,3,Life Sciences,1,556,3,Female,78,4,3,Laboratory Technician,1,Married,7809,9219,5,Y,No,16,3,3,80,0,16,1,3,8,0,0,5
47,No,Travel_Frequently,1274,Sales,1,5,Medical,1,557,4,Male,56,4,1,Sales Representative,1,Married,2353,5561,3,Y,No,18,3,3,80,0,13,2,3,0,0,0,0
32,No,Travel_Rarely,202,Sales,1,4,Medical,1,558,3,Female,80,4,1,Sales Representative,3,Single,2484,3588,2,Y,Yes,14,4,3,80,2,23,4,2,8,0,2,2
30,Yes,Travel_Rarely,1392,Research & Development,1,5,Technical Degree,1,559,4,Male,86,3,2,Laboratory Technician,3,Single,4114,6227,3,Y,Yes,20,3,3,80,3,10,3,1,4,4,2,4
34,No,Travel_Frequently,831,Research & Development,1,5,Other,1,560,4,Female,66,2,2,Research Director,3,Single,5379,5797,7,Y,No,15,3,3,80,0,20,4,3,3,3,1,3
47,Yes,Travel_Frequently,655,Research & Development,7,3,Other,1,561,2,Female,32,2,1,Research Scientist,1,Divorced,4067,23343,0,Y,No,12,3,2,80,1,17,1,4,7,3,2,2
38,No,Travel_Rarely,167,Sales,2,4,Life Sciences,1,562,1,Male,58,3,2,Sales Executive,3,Married,4860,17593,4,Y,Yes,11,3,1,80,0,16,2,2,1,1,1,0
32,Yes,Travel_Rarely,1475,Sales,17,2,Other,1,563,3,Female,97,3,1,Sales Executive,4,Married,2566,18660,7,Y,No,18,3,4,80,1,0,4,2,0,0,0,0
41,No,Travel_Rarely,221,Sales,5,3,Life Sciences,1,564,4,Male,76,3,2,Sales Representative,3,Divorced,4529,3330,1,Y,Yes,15,4,4,80,0,17,3,4,0,0,0,0
27,No,Travel_Frequently,346,Research & Development,10,4,Life Sciences,1,565,2,Male,98,3,5,Manufacturing Director,3,Married,8592,14521,6,Y,Yes,17,3,2,80,0,10,4,1,10,5,0,5
43,No,Travel_Frequently,490,Research & Development,9,3,Medical,1,566,1,Male,50,2,5,Laboratory Technician,4,Married,11096,10906,4,Y,No,11,3,3,80,1,7,6,3,7,3,2,4
40,No,Travel_Frequently,388,Research & Development,3,4,Medical,1,567,2,Male,71,3,2,Research Scientist,4,Single,4607,17932,0,Y,Yes,15,3,3,80,0,0,4,3,0,0,0,0
34,No,Travel_Rarely,1173,Research & Development,2,4,Medical,1,568,4,Male,50,3,3,Research Scientist,3,Divorced,6842,6221,1,Y,No,13,3,3,80,0,10,3,1,2,2,1,1
29,No,Travel_Rarely,901,Research & Development,3,2,Medical,1,569,4,Male,31,3,4,Laboratory Technician,4,Single,7930,2328,3,Y,No,11,3,3,80,3,11,2,4,0,0,0,0
29,No,Travel_Frequently,926,Research & Development,14,4,Other,1,570,3,Male,98,3,1,Laboratory Technician,3,Single,2192,2166,3,Y,Yes,14,3,1,80,3,1,3,2,1,0,0,1
41,No,Travel_Rarely,519,Research & Development,7,3,Life Sciences,1,571,2,Male,36,2,4,Healthcare Representative,4,Single,8171,24245,3,Y,Yes,18,4,4,80,0,0,3,3,0,0,0,0
48,No,Travel_Rarely,1071,Research & Development,2,2,Life Sciences,1,572,2,Male,64,3,5,Manufacturing Director,2,Single,11317,3883,1,Y,No,22,3,1,80,1,14,2,2,12,7,2,3
31,Yes,Travel_Rarely,452,Research & Development,15,4,Other,1,573,1,Female,59,4,1,Manufacturing Director,2,Single,2196,10953,4,Y,Yes,15,3,3,80,1,17,4,2,10,2,6,1
41,No,Non-Travel,256,Research & Development,1,3,Life Sciences,1,574,1,Female,73,3,1,Research Scientist,1,Married,4166,6117,1,Y,No,12,3,4,80,1,12,1,1,7,5,3,0
18,No,Travel_Rarely,1463,Research & Development,10,4,Medical,1,575,4,Male,75,3,5,Healthcare Representative,4,Single,10844,14098,2,Y,No,12,3,3,80,3,19,4,2,14,9,2,0
31,No,Travel_Rarely,1386,Human Resources,5,3,Marketing,1,576,4,Female,84,3,2,Manager,3,Married,3479,12625,2,Y,No,18,3,1,80,1,10,0,2,5,2,1,5
36,No,Travel_Rarely,304,Sales,11,3,Medical,1,577,1,Female,30,4,1,Sales Executive,2,Single,2397,16338,4,Y,No,11,3,4,80,1,10,3,3,10,2,0,5
28,Yes,Travel_Rarely,1066,Human Resources,23,4,Marketing,1,578,1,Female,83,2,1,Manager,2,Single,1978,13645,0,Y,Yes,17,4,4,80,0,4,4,3,4,3,0,4
28,Yes,Travel_Rarely,541,Research & Development,12,3,Life Sciences,1,579,2,Male,30,3,2,Manufacturing Director,4,Married,2744,4354,1,Y,Yes,16,3,4,80,1,0,1,3,0,0,0,0
30,No,Travel_Rarely,1291,Sales,5,3,Technical Degree,1,580,3,Male,92,3,3,Sales Executive,4,Divorced,7779,6356,1,Y,Yes,15,3,3,80,1,23,3,3,0,0,0,0
39,No,Travel_Frequently,480,Research & Development,1,1,Life Sciences,1,581,2,Female,84,3,3,Manufacturing Director,3,Divorced,7062,9482,1,Y,No,11,3,2,80,0,18,2,4,0,0,0,0
35,No,Travel_Rarely,149,Human Resources,14,4,Life Sciences,1,582,2,Female,56,4,5,Human Resources,3,Divorced,10926,25023,1,Y,No,13,3,4,80,0,1,4,4,1,1,1,0
18,Yes,Travel_Rarely,330,Research & Development,5,1,Life Sciences,1,583,2,Male,44,3,2,Research Scientist,3,Married,4632,9028,3,Y,Yes,11,3,3,80,0,12,4,3,2,2,0,0
18,Yes,Travel_Frequently,1091,Research & Development,1,4,Medical,1,584,4,Male,38,3,2,Manager,3,Married,3394,9550,5,Y,Yes,12,3,4,80,0,10,5,4,0,0,0,0
31,No,Travel_Rarely,782,Research & Development,11,3,Medical,1,585,4,Female,98,3,2,Healthcare Representative,4,Married,4113,16285,4,Y,No,18,4,2,80,0,9,4,3,9,4,0,4
41,No,Travel_Rarely,1147,Sales,3,3,Other,1,586,3,Female,88,3,2,Sales Representative,1,Married,5173,12313,2,Y,No,19,4,2,80,0,8,3,3,8,3,1,5
18,Yes,Travel_Rarely,1400,Sales,1,4,Marketing,1,587,3,Female,52,3,1,Sales Executive,3,Single,1659,10464,0,Y,No,15,3,4,80,0,13,2,3,12,0,1,2
32,No,Travel_Frequently,1238,Sales,20,2,Medical,1,588,4,Male,40,3,5,Sales Executive,2,Married,8474,24792,8,Y,No,13,3,3,80,1,16,2,3,10,7,1,6
32,No,Travel_Frequently,999,Sales,5,3,Other,1,589,4,Male,53,3,4,Sales Representative,3,Married,8318,8211,1,Y,No,20,3,1,80,1,13,3,3,2,2,1,2
49,No,Travel_Rarely,1070,Sales,2,4,Medical,1,590,2,Male,83,4,2,Sales Executive,3,Married,4386,4145,4,Y,No,12,3,2,80,0,10,3,3,7,4,3,7
33,No,Travel_Rarely,1056,Sales,11,4,Medical,1,591,2,Male,60,3,3,Sales Executive,3,Married,6608,22909,7,Y,No,11,3,3,80,2,9,4,4,7,3,2,5
40,No,Travel_Frequently,1214,Research & Development,19,3,Medical,1,592,3,Male,51,3,1,Manufacturing Director,1,Single,3082,26864,4,Y,No,17,3,1,80,1,17,2,3,1,0,1,1
38,No,Travel_Rarely,747,Sales,1,3,Life Sciences,1,593,1,Female,43,3,2,Sales Representative,3,Married,5010,16373,1,Y,No,16,3,3,80,1,14,1,3,0,0,0,0
18,No,Travel_Frequently,112,Research & Development,10,4,Technical Degree,1,594,3,Male,34,2,3,Manufacturing Director,2,Single,6707,13821,1,Y,Yes,13,3,3,80,3,11,3,3,2,2,0,2
43,No,Travel_Rarely,1152,Research & Development,13,4,Life Sciences,1,595,3,Female,46,3,2,Research Scientist,2,Divorced,5456,5034,0,Y,Yes,15,3,4,80,0,10,2,2,10,2,5,8
38,No,Travel_Rarely,557,Research & Development,2,4,Medical,1,596,3,Male,73,3,5,Healthcare Representative,1,Single,9284,13103,3,Y,No,16,3,3,80,1,13,3,2,4,3,0,4
41,No,Travel_Rarely,1156,Research & Development,6,3,Marketing,1,597,2,Male,78,2,3,Research Scientist,4,Single,6903,5722,3,Y,No,15,3,4,80,1,7,3,3,7,3,0,3
60,No,Travel_Rarely,704,Sales,1,5,Other,1,598,3,Male,94,3,2,Sales Executive,3,Divorced,5001,9728,5,Y,No,16,3,2,80,0,16,3,3,4,1,1,3
18,No,Travel_Rarely,1066,Sales,12,3,Human Resources,1,599,4,Male,33,3,3,Sales Executive,3,Married,5508,7557,0,Y,Yes,13,4,3,80,0,3,1,1,3,1,1,3
52,No,Travel_Rarely,692,Sales,16,1,Medical,1,600,2,Female,38,3,1,Sales Executive,4,Single,1297,11517,6,Y,No,16,3,1,80,2,8,5,3,8,0,0,6
34,No,Travel_Rarely,615,Sales,1,3,Medical,1,601,3,Male,65,3,2,Sales Representative,4,Married,3903,5792,5,Y,No,15,3,4,80,0,15,0,3,12,3,2,3
39,No,Travel_Rarely,500,Sales,15,2,Life Sciences,1,602,1,Male,80,3,2,Sales Executive,3,Single,3970,4053,1,Y,No,13,3,4,80,3,3,2,3,3,3,1,0
36,Yes,Travel_Rarely,488,Sales,13,2,Medical,1,603,1,Male,61,3,2,Sales Executive,3,Single,5102,3620,2,Y,No,14,3,4,80,1,0,3,2,0,0,0,0
33,No,Travel_Rarely,719,Sales,3,2,Other,1,604,3,Male,47,1,4,Sales Representative,3,Single,8008,12463,4,Y,No,14,3,3,80,1,11,0,2,9,3,1,3
31,No,Travel_Frequently,1455,Sales,10,1,Other,1,605,1,Female,44,3,2,Sales Representative,3,Married,3814,26317,2,Y,No,11,3,3,80,0,0,1,4,0,0,0,0
39,No,Non-Travel,239,Research & Development,1,4,Human Resources,1,606,1,Male,49,1,4,Healthcare Representative,3,Divorced,8010,9023,1,Y,No,12,3,4,80,1,1,1,3,0,0,0,0
23,No,Travel_Rarely,754,Sales,24,1,Life Sciences,1,607,2,Female,87,2,3,Sales Executive,4,Married,7394,5613,0,Y,No,15,3,4,80,0,16,3,4,9,8,0,2
43,No,Travel_Rarely,583,Research & Development,7,2,Technical Degree,1,608,3,Female,69,3,2,Manufacturing Director,4,Married,4510,20173,5,Y,No,11,3,4,80,0,9,4,4,8,2,0,0
33,No,Travel_Rarely,401,Research & Development,8,1,Other,1,609,4,Male,95,2,4,Manager,1,Single,8356,24374,1,Y,No,12,3,3,80,2,19,3,3,1,1,1,1
26,No,Travel_Rarely,133,Research & Development,9,1,Life Sciences,1,610,2,Male,42,2,1,Healthcare Representative,1,Married,2411,26468,1,Y,No,23,3,4,80,1,2,3,3,2,2,1,2
32,No,Travel_Rarely,558,Sales,7,2,Medical,1,611,3,Female,42,3,1,Sales Executive,3,Divorced,3533,24944,6,Y,No,11,3,1,80,1,10,2,3,0,0,0,0
48,No,Travel_Rarely,643,Research & Development,17,3,Marketing,1,612,2,Female,91,3,2,Research Scientist,2,Single,3900,16165,3,Y,No,13,3,2,80,2,13,0,4,3,3,1,3
32,Yes,Travel_Frequently,1457,Research & Development,8,5,Medical,1,613,3,Male,57,3,2,Manufacturing Director,1,Divorced,5552,14405,3,Y,Yes,12,4,1,80,0,2,0,3,0,0,0,0
40,No,Travel_Rarely,145,Sales,21,4,Other,1,614,3,Male,75,3,1,Sales Representative,4,Married,2668,2470,2,Y,No,14,3,2,80,1,18,4,3,16,3,0,4
30,No,Travel_Rarely,648,Research & Development,7,4,Medical,1,615,3,Male,44,1,3,Manufacturing Director,2,Divorced,6371,2872,3,Y,No,12,3,4,80,1,14,1,3,5,5,0,5
43,Yes,Travel_Frequently,1085,Human Resources,1,2,Marketing,1,616,4,Male,73,3,2,Human Resources,4,Single,6500,7369,3,Y,No,14,3,4,80,1,0,6,3,0,0,0,0
43,No,Travel_Rarely,525,Sales,22,2,Technical Degree,1,617,4,Male,52,3,2,Sales Executive,4,Married,3655,5437,8,Y,No,12,3,4,80,2,10,2,3,10,0,1,5
53,No,Travel_Rarely,146,Sales,10,1,Medical,1,618,1,Male,96,4,5,Sales Representative,4,Married,10217,16522,1,Y,Yes,18,3,3,80,3,13,3,3,9,2,2,6
35,No,Travel_Rarely,481,Research & Development,10,4,Technical Degree,1,619,4,Male,95,3,3,Healthcare Representative,2,Divorced,5514,24470,1,Y,No,15,3,3,80,1,6,5,3,3,3,1,3
43,Yes,Non-Travel,598,Research & Development,29,1,Medical,1,620,1,Male,79,3,4,Laboratory Technician,2,Single,9261,5689,0,Y,No,11,3,4,80,1,0,2,1,0,0,0,0
37,No,Travel_Rarely,985,Sales,1,3,Medical,1,621,4,Male,42,3,1,Sales Representative,3,Divorced,3851,16155,4,Y,Yes,17,3,3,80,1,12,3,3,10,6,1,3
48,No,Travel_Rarely,1060,Sales,5,2,Life Sciences,1,622,2,Female,31,3,2,Sales Representative,1,Single,5835,16550,3,Y,No,11,3,4,80,1,26,2,2,6,0,0,6
30,No,Travel_Frequently,239,Research & Development,2,2,Life Sciences,1,623,3,Male,63,3,4,Research Scientist,2,Single,9479,20977,1,Y,Yes,11,3,4,80,1,8,2,2,0,0,0,0
43,No,Travel_Rarely,509,Research & Development,8,5,Marketing,1,624,1,Female,69,3,3,Manufacturing Director,2,Married,6341,17031,2,Y,No,14,3,4,80,0,21,2,4,0,0,0,0
